# Glossary in tab-separated format -*- coding: utf-8 -*-
pearóid-duine	parrot-man
clóigh	"[vt] 1. Tame	 domesticate. Ainmhí fiáin a chló	 to tame a wild animal. Is doiligh lacha fhiáin a chló	 it is hard to domesticate a wild duck.

clóigh	[vt] Print.
díbh	dismiss
reachtaigh	legislate, enact
giorraigh	shorten
caolaigh	[vt] [vi] become thin; narrow; reduce; dilute
bolaigh	smell, scent
comhordaigh	co-ordinate
taibhrigh	dream
liúigh	[vi]  yell, shout;
taom	empty of water
tuil	[vi] Lit: Sleep, fall asleep.
tuil	A. [vt] [vi] flood
análaigh	breathe
coimhéad	guard
sruthlaigh	rinse; wash out, flush
láithrigh	v.i. (vn. -iú m, gs. -ithe). Present oneself, appear. Láithriú i gcúirt, to appear in court. ~ sé sa doras, he appeared in the door.
láithrigh	v.t. (vn. -iú m, gs. -ithe).Lit: Demolish, destroy.
gor	1. Heat, warm.  2. (a) Hatch, incubate. (b) Brood (ar, over).
scaird	squirt, gush; pour rapidly.
agóid	protest, object
coigil	spare
plab	1. plop. 2. slam, bang.
infheistigh	[vt] invest
aiséirigh	rise again
righ	stretch
clóbhuail	print, produce books
ligh	lick
buair	"grive, vex, perturb; cause worry
(also used with bí + buartha (VA) + faoi-X = X is worried)
aitheasc	1. address. 2. exhort. 3. apostrophize.
cam	twist
searg	waste	 wither
stiall	cut in strips
damnaigh	damn	 condemn
litrigh	spell
tuirsigh	tire	 weary
tarrtháil	rescue	 save
rothaigh	cycle
sléacht	kneel	 genuflect
cruaigh	harden
bligh	milk
conspóid	argue
beirigh	1. cook by boiling. 2. bake.
saill	1. salt	 cure. 2. (fig) season with wit.
stríoc	1. strike	 lower. 2. yield	 submit.
sioc	freeze
robáil	rob
cogain	1. chew	 masticate. 2. gnaw	 grind. 
satail	tread	 tramp
scréach	screech
achainigh	request
sáinnigh	"1. corner	 trap. 2. (chess) check.
Braithim cineál sáinnithe = I feel kind of trapped"
cothromaigh	even	 level; balance	 equalize
eis	[vi] to exist
snoigh	hew	 carve
tóraigh	hunt	 pursue; look	 search (for)
iontráil	[vt] [vi] enter
docht	Tighten	 bind securely.
seilg	hunt
gnáthaigh	1. make a habit of. 2. frequent. 3. (of ghost) haunt.
leadhb	[vt] (1. tear in strips	 rend asunder. 2. beat	 thrash. 3. lap	 lick.)
planc	beat	 pommel
reic	recite; sell; inform (on)
deasaigh	1. dress	 attire	 prepare. 2. settle in position	 adjust.
diúl	suck
caintigh	speak	 talk
oiriúnaigh	1. fit	 adapt. 2. fit	 suit.
creathnaigh	tremble (with fear)
buain	reap
líomh	1. grind	 sharpen; file	 smooth	 polish. 2. erode	 destroy.
muirnigh	fondle	 caress
aclaigh	[vt] 1. Limber	 exercise. 2. (Of leather	 etc.) Flex	 soften.
tuargain	pound
pacáil	pack
grean	to engrave
deil	turn	 make on lathe
teasc	[vt] Cut off	 lop; chop	 hack	 hew.
corpraigh	to incorporate
diailigh	[vt] [vi] dial
adhain	ignite	 kindle
athbhreithnigh	to review
línigh	1. line	 rule. 2. delineate	 draw.
dubhaigh	blacken
bodhraigh	1. deafen. 2. bother	 annoy. 3. deaden.
comhraic	encounter	 fight	 fall in with
ní	(3) variant of the present tense of 'déan'
crúigh	milk
sciurd	rush	 dash	 hurry
cealg	1. beguille; deceive. 2. lull to sleep. 3. (of insect) sting.
promh	prove	 test
faichill	be careful of
smiot	[vt] 1. hit	 strike	 smash. 2. chip	 chop; pare	 whittle. 3. fritter.
láidrigh	"[vt] [vi] Strengthen. 
Duine a láidriú	 to strengthen	 invigorate	 s.o. 
Deoch a láidriú	 to stiffen a drink. 
Bhí an lá ag láidriú	 the day was getting stormy.
Tá siad ag láidriú sa saol	 they are prospering in life."
díolaim	gather
reoigh	freeze
ceiliúir	"Warble	 sing.
Celebrate (e.g.	 Mass	 Christmas	 marriage	 an occasion).
Bid farewell to someone.
Fade or vanish (e.g.	 health	 ghost	 color)."
achair	beseech
cuar	[vt] [vi] (curve)
priontáil	print
ramhraigh	1. fatten. 2. thicken. 3. batter	 stupefy.
stoll	tear	 rend
iomair	row
dligh	"To be entitled to or deserve. 2. To be obligated to or liable for. 3. Used with prepositions to express entitlement or obligation.
dligh + do + [object] = Entitled to or due to.
dligh + de + [object] = Owing or obligated to.
dligh + ar + [object] = Obligated to (perform an action)."
fóin	serve; be of use; avail
ransaigh	"[vi] ransack	 rummage	 search
{† ransáil}"
slad	plunder
mallaigh	[vt] [vi] curse
marcaigh	ride
bisigh	1. improve. 2. increase	 prosper.
plódaigh	crowd	 throng
iaigh	close	 stop	 join
fairsingigh	v.t. & i. 1. (a) Widen	 extend. Poll	 doras	 a fhairsingiú	 to widen a hole	 a door. Bróg a fhairsingiú	 to stretch a shoe. Teach	 spás	 a fhairsingiú	 to enlarge a house	 a space. (b) Broaden	 expand. An intinn a fhairsingiú	 to enlarge the mind. Tuairim	 ráiteas	 a fhairsingiú	 to amplify an opinion	 a statement. 2. (a) Become plentiful. Tá an bia ag fairsingiú	 food is becoming more plentiful. (b) Become liberal. Fairsingiú chun féile	 to expand towards generosity.
bruíon	fight
cardáil	1. (textiles) card. 2. discuss.
slis	[vt] [vi] (cut	 slice; whack)
cásaigh	lament; sympathize	 condole; grumble; deplore
doir	(husbandry) bull
snasaigh	polish	 gloss
tionlaic	accompany	 escort
soiprigh	nestle	 snuggle	 down
altaigh	give thanks (to God for sth.)
bioraigh	1. point	 sharpen.
feith	1. look at	 watch. 2. guard. 3. (VN + prep) wait	 expect
sóinseáil	change
daor	1. enslave. 2. convict	 condemn
soirbhigh	make easy	 pleasant
clóscríobh	type
gróig	huddle
ualaigh	load	 burden	 encumber
aifir		 v.t. (pres. -fríonn	 vn. ~t	 pp. -feartha).Rebuke	 reproach; punish. Rud a ~t ar dhuine	 to rebuke	 to punish	 s.o. for sth. Nár aifrí Dia orm é	 may God forgive me for (saying	 doing) it. Ná h~ a chuid ábhaillí ar an leanbh	 don’t blame the child for playing pranks.
friotháil	attend	 minister; entertain as guest
naomhaigh	hallow	 sanctify
troisc	fast
téarnaigh	escape
cnead	pant
cniotáil	craft
foighnigh	have patience with; bear
uaisligh	ennoble
righnigh	1. toughen; persevere. 2. linger	 delay.
beachtaigh	correct. (with ar) criticize.
tochais	scratch
íobair	sacrifice.
bearnaigh	[vt] (1. breach. 2. broach	 tap.)
adhair	adore	 worship
dall	1. blind. 2. dazzle; stupefy. 3. (of opening) block; camouflage
deighil	divide
ionramháil	Handle	 manage; manipulate	 manoeuvre; humour.
snigh	flow
beoigh	animate
rámhaigh	row
díospóid	dispute
brandáil	[vt] brand
stiúg	"[vi] expire / perish / die
<small>stiúg sí = she snuffed it</small> "
toibhigh	levy	 collect
traoith	abate	 subside
tromaigh	1. become heavier. 2. Make heavier	 add weight to. 3. intensify. 4. deepen.
dord	hum
eisc	excise
feoigh	wither	 decay
aibhsigh	[vt] 1. enlarge (on); emphasize. 2. heighten (color)
speach	(of animal) kick; (of gun) recoil.
uimhrigh	1. number.
cúnaigh	help
cogair	whisper
coir	tire
taiscéal	[vt] [vi] 1. Explore	 examine; reconnoitr
tiubhaigh	thicken
tnúth	"1. Envy. Rud a thnúth do dhuine	 to envy s.o. sth. Níor thnúth mé riamh dóibh é	 I never begrudged it to them. Ná bígí ag ~ le chéile	 don’t be envious of one another; don’t be vying with one another. Níl mé ag ~ a ndóighe dóibh	 I don’t envy them their situation. 
2. Long for	 desire. Ag ~ le rud	 eagerly expecting sth. Ag ~ leis an lá	 yearning for the day. Bhí mé ag ~ le do theacht	 I was earnestly hoping you would come. (Var:~aigh)"
meathlaigh	"[vi] to degenerate

plandaigh	(hortic) plant
feighil	watch
sleabhac	droop, wilt
smeach	[vt] [vi] (flip, flick; click, smack; gasp)
spor	spur
báistigh	rain
creath	tremble
gníomhachtaigh	activate
casaoid	complain
adhmhol	extol, eulogize
air	plough
campáil	"[vi] to camp
<li>láithreán campála = camp site
maistrigh	churn
mungail	1. munch	 chew. 2. (of speech) slur	 mumble
suncáil	sink
cumaisc	mix
aeráil	aerate
blosc	Crack	 explode
cigil	tickle
faisnéis	relate
súraic	suck
gréisc	grease
tóch	dig
cónaisc	connect	 conjoin
broim	fart
diall	incline towards
diúraic	cast	 shoot	 project (a missile)
athnuaigh	renew	 refresh
scrobh	(of eggs) scramble
breoigh	[vt] [vi] (1. glow. 2. heat. 3. enfeeble.)
smol	blight
stuáil	[vt] [vi] (stow; pack	 stuff	 pad; cover securely)
achoimrigh	[vt] summarize; recapitulate
sir	"Lit:1. (a) Travel through	 traverse. 
Dá ~imis Éirinn	 if we were to travel Ireland. Iasc shireas an sáile	 a fish that roams the sea. (b) Seek out	 have recourse to. Shir mé an Tiarna	 I sought the Lord. 
2. (a) Seek	 ask for. An té a shireas ní ar neach	 whoever asks someone for something. (b) Beseech	 implore. ~im an tAthair	 I beseech the Father."
dath	(1) to allocate (to); (2) to colour	 to dye	 to paint
glasáil	lock
rómhair	dig
fuirsigh	struggle
caígh	weep [Hughes verb type: cloígh; present caíonn]
comóir	"[vt] 1. Convene	 assemble. Aonach	 cruinniú	 a chomóradh	 to convene a fair	 a gathering. 
2. Celebrate. Féile	 ócáid	 an Cháisc	 a chomóradh	 to celebrate a feast	 an occasion	 Easter. Do chomóradh glóire Dé	 for the greater glory of God. 
3. Accompany	 escort. Duine a chomóradh abhaile	 go teach an phobail	 chun an stáisiúin	 to escort s.o. home	 to the church	 to the station. Rinne sé mé a chomóradh giota den bhealach	 he accompanied me part of the way."
forógair		 v.t. (pres. -graíonn; vn. ~t f	 gs. & pp. -artha). 1. Proclaim	 decree. 2. Forewarn.
iomdhaigh		 v.t. & i. Lit: Increase	 multiply.
damhnaigh		 v.t. Materialize; shape	 form.
fuighill	(lit) utter	 speak; pronounce (judgment)
leanúint	(verb) to follow or adhere to something.
camhraigh	[vi] (Of fish	 meat	 etc.) Become tainted.
barúil	[vi] (think	 be of the opinion (that) )
caithrigh	[vi] 1. Reach puberty. 2. Develop	 expand.
drantaigh	[vi] 1. Snarl	 growl. 2. Threaten.
conclúidigh	[vi] Conclude.
aigleáil	[vi] haggle
smiog	[vi] Pass out	 expire	 die. Shíl mé go ~fainn	 I thought I’d die. ~tha ag an toit	 suffocated with the smoke.
osnaigh	[vi] Sigh.
imirc	"[vi] to migrate

fómhais	[vt] ( (jurisprudence) (of costs) tax)
corcraigh	[vt] (1. make or dye purple. 2. bloody)
íoslaghdaigh	[vt] (1. minimize; play down, understate; 2. (computer) shrink to taskbar)
asúigh	[vt] (adsorb; aspirate)
baslaigh	"[vt] (baste, beat)
{†√ baslú [m]}
imlínigh	[vt] (outline)
bréitseáil	[vt] [vi] (1. breach	 break. 2. vomit.)
bladair	[vt] [vi] (1. cajole. 2. adulate	 flatter.)
ionsáigh	[vt] [vi] (insert)
fothaigh	[vt] [vi] 1. Lay foundation of	 found	 establish. 2. Support	 sustain.
síolaigh	[vt] [vi] 1. Seed	 sow. 2. Disseminate	 spread.
breáthaigh	[vt] [vi] beautify; become beautiful	 fine
líomhain	[vt] 1. Allege	 impute (ar	 against). 2. Revile.
fánaigh	[vt] 1. disperse; 2. Dwindle	 diminish.
leamh	[vt] 1. Lit: Render impotent. 2. Render tasteless.
urghráinigh	[vt] 1. Loathe	 abhor. 2. Terrify.
ionsúigh	[vt] absorb
aigéadaigh	[vt] Acidify.
díoghail	[vt] Avenge	 punish.
imghabh	[vt] avoid	 evade	 shun
bréadaigh	[vt] braid
tuaigh	[vt] Chop (with axe).
códaigh	[vt] codify; code	 encypher
iomlánaigh	[vt] complete	 integrate
díreoigh	[vt] Defreeze.
ionchuir	"[vt] enter (data) into database
[verb form can be analyzed as ion [L] + cuir]"
óraigh	[vt] gild
athmhúnlaigh	[vt] Remould	 remodel
sampláil	[vt] sample (music	 )
clab	[vt] swallow greedily
meaisínigh	[vt] to machine
goiligh	[vt](Of fish) Gut.
réimnigh	1. advance	 progress. 2. arrange in order.
cranraigh	"1. Become knotty; harden
2. Make or grow callous"
eamhnaigh	1. Double. 2. Sprout	 pullulate.
truaigh	1. make lean; emaciate. 2. become thin; waste away
neodraigh	1. neutralize. 2. neuter.
aisig	1. restore	 restitute. 2. vomit
maothaigh	1. soften	 make tender.
scealp	1. splinter; chip. 2. snatch.
aiceannaigh	accentuate
achtáil	actualize
agaill	address	 speak to
adhaltranaigh	adulterate
aeraigh	aerate
fortaigh	aid	 comfort
aeroiriúnaigh	air-condition
achomharc	appeal
aisc	ask	 seek
adamhaigh	atomize
deimhneasc	aver
caidrigh	be on friendly terms with
dréim	climb
comhréitigh	compromise	 settle
clíth	copulate
gág	Crack	 chap.
brúisc	crush
tiomain	curse	 swear
dreoigh	decay
aghloit	deface
adhmhill	destroy utterly
adhnáirigh	disgrace
rionn	divide
adhfhuathaigh	dread	 abhor
eisiacht	eject
fleadhaigh	feast
ábhraigh	fester
glinnigh	fix	 secure	 scrutinize	 glint
comhaill	fulfill (a promise	 obligation); observe (a rule)
tiomairg	gather	 collect
tacair	glean
cnaígh	gnaw
seachránaigh	go astray; err
gogail	gobble
aoirigh	herd
tórraigh	hold obsequies of
adharcáil	horn	 gore
iomáin	hurl
triosc	interrupt
iombháigh	iombháigh	 v.t. & i. (pres. -ánn	 fut. -áfaidh; vn. iombhá	 pp. -ite).Submerge	 swamp; drown	 drench. Duine a iombhá	 to immerse s.o. in water	 to duck s.o. Bád a iombhá	 to swamp a boat.
uaim	join together
sop	light with straw
scíthigh	Lit:(Used autonomously) Become tired	 exhausted.
áibhligh	magnify
máistrigh	master
treáigh	pierce
taighd	poke	 research	 dig [present taigheann; model = tuig]
bailc	pour down; press down
racáil	rack
ciondáil	ration
athchúrsáil	recycle
frisnéis	refute
táinsigh	reproach
teasairg	rescue
iomlaisc	roll about
aibhligh	scintillate
scrábáil	Scribble	 scrawl; scratch.
faoisc	shell
smid	smid1	 f. (gs. ~e	 pl. ~eanna).1. Breath	 puff. Níl ~ ghaoithe ann	 there is not a breath of wind. Níor fhan ~ ionam	 I was completely out of breath. 2. Syllable	 word. Níl ~ as	 there is not a sound out of him. Ná bíodh ~ as do bhéal	 don’t breathe a syllable. Ná habair ~	 don’t say a word. S.a. béal 1(c).
smid	smid2	 v.t. 1. Dress (flax). 2. Th: Make up. 3 = smiot.
agaigh	space out
sleáigh	spear
strapáil	strap
fuaidrigh	stray
rúisc	strip; shake	 stir
leaindeáil	to land
och	to sigh or groan
tochrais	to wind (clock	 yarn)
ascain	travel	 proceed towards	 journey
comhaontaigh1	Unify; unite
mainnigh	v.i. (vn. -nneachtain).Jur: Default (i	 in).
aothaigh	v.i. Pass crisis.
díolmhaigh	v.t. (vn. -mhú m	 gs. -ithe).Jur: Exempt.
seachtraigh	v.t. Exteriorize	 externalize.
urlaic	vomit
maoscail	wade
tonach	wash
uachtaigh	will	 bequeath
cneáigh	wound
buígh	yellow
	
	
brógstrapáil	to tie shoes
comhaontaigh	(1) to unite	 unify; (2) to agree	 assent (with	 to); (3) to cohabit (with)
atreoraigh	redirect
	
scor	vt. vi. (1) to cut	 slash	 slice; (2) to score	 notch
	
	
	
	
	
	
	
traoch	overcome	 subdue	 wear out
	
samhail	[† samhlaigh] vt. (1) to imagine
fuathaigh	1. hate. 2. abandon through dislike
raiceáil	vt. (1) to wreck something
pionósaigh	vt. (1) to impose a penalty on someone; (2) to penalize	 punish someone
athchóirigh	vt. (1) to rearrange	 re-adjust; (2) to restore	 renovate; (3) to adapt; (4) to alter
scáil	vt. (1) to cast a shadow; (2) to reflect; (3) to shine; (4) to tint
galaigh	vaporize	 steam
cothabháil	[† cothaigh] 1. feed	 nourish	 sustain. 2. stir up. 3. maintain	 hold fastscanradh	fright
is cosúil	it seems
cearr	A. 1. Injury, wrong. 2. Mental derangement. B. Wrong
tástálacha	tests
éadrom	light; not heavy
miongháire	Smile; soft chuckle.
eile	a3. Other, another; next, more, else. 
maith	good
beag	small
céad	first
amháin	only
ceart	right, correct
alt	(1) alto (musical term)
te	hot
céanna	same
nua	new
óg	young
leor	sufficient
fada	long
léir	clear
ard	high, tall
uile	all
éigin	certain; some
minic	frequent, often
iomlán	complete, total
cóir	Just, proper; decent, honest.
díreach	1. Straight, direct
lán	full
náisiúnta	national
éagsúil	different
sásta	satisfied
breá	fine, excellent
áirithe	certain, particular
áitiúil	local
fíor	true
gearr	1. short. 2. Near, close
cosúil	similar, like
saor	free
luath	1. Quick, fast, speedy. 2. early, soon
deas	nice
fás	Waste, vacant, empty, void. S.a. FUIGHEALL1. 2. Wild, luxuriant.
láidir	strong
tábhachtach	important
beo	alive
dubh	black
bocht	poor
poiblí	public
gaoth	(1) wise, sagacious, shrewd, intelligent
iontach	wonderful
ionann	identical
cinnte	certain
glan	clean
mór	large, big
olc	bad/evil
bog	soft
leath	(1) lying, turned, to one side; (2) one-sided, partial; (3) half-, hemi-, semi-; (4) half-grown; (5) one of two, of a pair
sóisialta	social
uasal	(1) noble, high-born; gentle, gentlemanly; (2) noble, precious, fine; (3) sacred to the dead, hallowed, enchanted; (4) as title, Mr.
deacair	hard, difficult
grian	(1) solar, sun-
dócha	probable
úr	fresh/new
deireanach	last
cuí	Fitting, proper.
bán	white
fóill	(in adv. phrase) go fóill (yet, still)
mó	greater
speisialta	special
dearg	red
slán	safe
idirnáisiúnta	international
déanach	late
domhain	deep
réidh	ready/smooth
oifigiúil	official
páirteach	1. Participating, sharing. 2. sympathetic. 3. partial.
geal	bright
láithreach	immediate
marbh	dead
álainn	beautiful
géar	sharp
gar	near
trom	≈ heavy
dáiríre	serious
deimhin	sure
glas	green
soiléir	clear
pearsanta	personal
sean	old
daonna	human
leathan	broad, wide
gairid	1. short. 2. Near, close. 
íseal	low
polaitiúil	political
Caitliceach	Catholic
mall	slow
ábalta	able, able-bodied
ginearálta	general
riachtanach	necessary
rialta	regular
nocht	naked
trua	"1. (a) Pitiable; miserable, wretched.
1. (b) (With copula) It is a pity (that).
2. (a) Lean.
2. (b) Thin, emaciated; wasting."
cruinn	accurate
fuar	"1. Cold. (a) (Of temperature, feeling). (b) Not heated, allowed to cool after cooking. (c) Sensitive to cold. (d) Slow to absorb heat. (e) Chilling, depressing. (f) Without ardour. (g) Apathetic. (h) Vain, profitless. (i) Without interest. (j) Dead.
2. Raw, uncooked.
3. (Of masonry) Dry."
breac	speckled, spotted
gorm	blue
ciúin	quiet; calm, silent, still
crua	hard
clé	left
coitianta	common
nádúrtha	natural
iomaí	2. (Used predicatively) Many.
teann	tight
binn	melodious
déanta	done
domhanda	1. Terrestrial. 2. mundane, worldly. 3. world-wide, global
éifeachtach	effective
lasmuigh	outside
ceithre	four
aisteach	1. (a) Peculiar, queer. (b) Wonderful, surprising. 2. Droll.
bunúsach	basic
buí	yellow
suntasach	1. Noticeable, remarkable; prominent, distinctive. 
dona	bad
daingean	"1. Fortified, solid; strong, secure.
2. Fixed, fast; firm.
3. Steadfast, constant; firm of purpose.
4. Intense."
lag	weak
cultúrtha	cultural
príobháideach	private
anuraidh	(time) last year
miste	pred. a. (Combined form of measa de:olc28. Used with copula). 1. Is ~ (do), it matters (to). Is beag is ~ faoi, it matters little about it. Ní ~ a rá (go), it is no harm to say (that). Níor mhiste smaoineamh air, it would be well to think about it. Ar mhiste ceist a chur air faoi? Would it be all right to ask him about it? Is ~ an tír, don tír, é, it matters to the country. Is dom is ~ é, it certainly matters to me. Ní ~ duit cad é a dúirt mé, it doesn’t matter to you what I said. Ar mhiste duit fanacht tamall? Would it be inconvenient for you to stay a while? Rud nár mhiste dó, as well he might. 2. (With le) Is ~ liom faoi, I mind, care, about it. Ní ~ leo ann nó as mé, they don’t care whether I exist or not. Más ~ leat suí, if you like to sit. An ~ leat? Do you mind? Mura ~ leat, if you don’t mind. An dtiocfaidh tú linn? Ní ~ liom. Will you come with us? I don’t mind.
oiriúnach	1. suitable, fitting. 2. fit, ready. 3. agreeable, well-behaved, respectable.
iomchuí	appropriate
caol	narrow/slender
caoin	gentle
leanúnach	continuous
simplí	simple
neamhspleách	[neamh-] + [?spleách] = independent
traidisiúnta	traditional
Ceilteach	Celtic
dílis	"1. Own; proper («do», to).
2. Genuine; reliable, solid.
3. Loyal, faithful.
4. Dear."
dorcha	dark
cúramach	careful
éasca	Swift, nimble; free, fluent, easy; ready, prompt.
difriúil	different
freagrach	responsible
furasta	easy
gnóthach	busy
ceathrú	fourth
tobann	sudden
buan	permanent
bliantúil	annual
amárach	tomorrow
eacnamaíoch	economic
gnách	usual
dian	severe
saibhir	rich
aitheanta	recognized
oscailte	open
liteartha	literary
gníomhach	active
tirim	dry
Protastúnach	Protestant
folamh	empty
fairsing	1a. wide, extensive; ample, spacious. 2a. plentiful, abundant. 2b. liberal, labish, bountiful.
cáiliúil	famous
acmhainneach	resourceful
garbh	rough
Críostaí	Christian
tíor	dry
liath	gray
uafásach	terrible
sóisialach	socialist
naofa	holy
ciontach	guilty
sonrach	specific
deonach	voluntary
spéisiúil	interesting
lárnach	central
forleathan	extensive
tréan	strong
stairiúil	historical
suimiúil	interesting
fásta	[VA-fás] grown
gránna	ugly
lom	1. bare. 2. thin. 3. close.
iondúil	usual, customary
míleata	military
sibhialta	civil
donn	brown
fliuch	wet
gairmiúil	professional
claon	"1. Inclined; sloping, slanting.
2. Bent down, reclining. 
3. (With «ar», «chun») Tending, prone, to; partial to. 
4. Perverse. "
casta	"2. Twisted, wound.
3. Complicated, intricate, involved.
4. Gnarled, bent; wizened."
dlúth	"1. Close, compact; dense, solid.
2. Close, tight; near.
3. Intense, earnest."
teoranta	limited
tinn	sick
réigiúnach	regional
buíoch	grateful
réasúnta	reasonable
cuimsitheach	1. comprehensive, inclusive. 2. Gram: Restrictive
inmheánach	internal
eachtrach	foreign
sealadach	temporary, provisional
dúchasach	native
straitéiseach	strategic
laethúil	daily
tapa	fast
sinsearach	senior
dall	blind. 2. (a) Dull, uninformed; in the dark
mín	smooth
praiticiúil	practical
cáilitheach	qualifying
socair	Quiet, still; calm, unruffled; easy, steady; settled; at rest.
daonlathach	democratic
rua	red
fiáin	wild
aoibhinn	delightful, blissful
cóngarach	near
grinn	accurate, precise
tuirseach	tired
annamh	"1. Rare, infrequent.
2. Lit: Lonely, desolate."
uaigneach	lonely
maol	"1. (a) Bare, bald.
1. (b) Bare, unprotected.
2. (a) Hornless.
2. (b) Cropped.
3. Roofless, dismantled.
4. Edgeless, blunt.
5. (a) Flattened.
5. (b) Geom: Obtuse.
6. (Of tone) Flat.
7. Dense, obtuse.
8. Late in day.
9. (Intensifying)"
cumasach	1. capable, powerful. 2. (as intensifying adjective)
bréan	rotten
mion	detailed
salach	dirty
ríoga	royal
náisiúnach	national
síor	eternal
pósta	married
abhus	(1) here; (2) on this side
suarach	1. Paltry, petty, insignificant; mean, contemptible. 2. Airy, frivolous.
buartha	worried
acadúil	academic
luachmhar	valuable, precious
sásúil	satisfactory
briste	broken
galánta	elegant
fionn	fair/blonde
daor	expensive, dear
nua-aimseartha	[nua-] + [aimseartha] = modern
cinnteach	certain, sure
dátheangach	[dá-] + [teangach] = bilingual
síoraí	Eternal, perpetual; unceasing, continual; constant, persevering.
daite	colored
reachtúil	statutory
contúirteach	dangerous
sona	happy
dealbh	(1) destitute, bare, empty, bleak; (2) bleak weather
tanaí	"1. Thin. (a) Of little thickness. (b) Fine. (c) Lean. (d) Flimsy. (e) Sparse. (f) Weak, watery. (f) Metall: Miotal tanaí
2. Shallow."
cruthaitheach	creative
plaisteach	plastic
suite	situated; fixed; stocky
poblachtach	republican
cumhachtach	powerful
cúng	narrow
rúnda	1. Mystical, mysterious. 2. Secret, confidential.
Oilimpeach	Olympic
dearfach	affirmative, positive
dúnta	closed
ábhartha	material; relevant
teicniúil	technical
comhairleach	advisory
órga	golden
gasta	quick
bréagach	false
macánta	honest
Rómhánach	Roman
lánaimseartha	[lán] + [aimseartha] = full-time
réasúnach	reasonable
fánach	random
sábháilte	safe
mear	quick
bríomhar	lively
coiriúil	criminal
ársa	ancient
leictreach	electric
foirmiúil	formal
iníoctha	[in-] + [VA-íoc] = payable, due
infheidhme	Fit for service; able to function; fit, able-bodied.
milis	sweet
dlíthiúil	legal
uachtarach	1. upper, top. 2. Higher, superior.
ainmneach	1. Gram: Nominative.
fíochmhar	fierce
críonna	"1. (a) Wise, prudent.
1. (b) Shrewd, sagacious.
1. (c) Thrifty.
2. Grown-up, mature.
3. Old."
fiúntach	Worthy; decent, respectable; generous.
dána	bold, daring
imeartha	"[VA-imir] = 
Tricky, prankish.
Practised, clever.
Tried, exhausted.
(play-); (playing-)"
ramhar	fat
gann	scarce
cairdiúil	friendly
taitneamhach	enjoyable
aosta	old
bainteach	"[PrepositionalAdjective] (With «le»)
Involved in, relative to."
brónach	sad
beacht	precise
cliste	clever
séimh	gentle
bródúil	proud
diúltach	negative
dearfa	positive
measartha	moderate
eolach	knowledgeable
tais	wet
clasaiceach	classical
corr	odd
gaolmhar	related; cognate
Spáinneach	Spanish
spioradálta	spiritual
rannpháirteach	participative
tugtha	"[VA-tabhair] = 
Spent, exhausted.
Given to, prone to."
dóchasach	hopeful
docht	tight
aduaidh	(direction) northwards
greannmhar	funny
compordach	1. Comfortable. 2. Comforting; agreeable, pleasant.
dleathach	"1. Lawful, legal.
2. Valid, genuine.
3. Just, proper."
feasach	Knowing, knowledgeable, well-informed.
caoch	blind
seachtrach	External, exterior.
cam	crooked
aerach	"1. Airy.
2. (a) Light-hearted, gay; lively, frolicsome. (b) Flighty, giddy."
achomair	"1. Concise, brief.
2. Summary.
3. Near, close to."
fírinneach	truthful
leictreonach	electronic
clúiteach	famous
tromchúiseach	[trom] + [cúiseach] = serious
fial	generous
bídeach	tiny
tograch	"1. Ready, eager.
2. Predisposed, tending («do», to)."
lách	Pleasant, affable, sociable, friendly.
bacach	lame; halting, imperfect [+n]
folláin	Healthy; wholesome, sound.
comhaimseartha	[comh] + [aimseartha] = contemporary
feiliúnach	"Suitable; fitting, fit, becoming.
Obliging, helpful."
práinneach	urgent
inniúil	"[PrepositionalAdjective] (With «ar», «chun», «do»)
1. Able, fit, for.
2. Equipped, ready, for."
eachtrannach	foreign
baileach	"1. (Mainly used adverbially) Exact.
2. Frugal, thrifty."
míshásta	[mí-] + [sásta] = dissatisfied
sainiúil	distinctive
stuama	"1. Sensible, level-headed; self-possessed, staid, prudent.
2. Skilful, patient, steady."
ealaíonta	artistic
millteanach	terrible
moch	early
blasta	tasty
seachtainiúil	weekly
cuimhneach	memorable
cróga	"Brave.
Hardy; lively, spirited."
Atlantach	Atlantic
marfach	deadly
eaglasta	ecclesiastical
slachtmhar	Well-finished, neat, tidy
díomhaoin	"1. Idle. (a) Worthless, vain. (b) Unoccupied, unemployed.
2. Unmarried."
dathúil	1. Colourful; comely, beautiful. 2. Generous.
toll	hollow
uirbeach	urban
singil	single
díograiseach	diligent
tuisceanach	understanding; wise, discerning; thoughtful, considerate.
coimhthíoch	foreign, alien
príomha	primary
moltach	praiseworthy
úsáideach	useful
righin	stiff, rigid
tionsclaíoch	industrial
tarraingteach	attractive
ciallmhar	sensible
cineálta	kind
searbh	bitter
éigeantach	mandatory
toilteanach	willing
bunreachtúil	constitutional
aireach	attentive
tachtach	choking
eolaíoch	scientific
glic	Clever, ingenious; shrewd, sagacious; crafty, cunning.
ceadaithe	permitted
mithid	"1. Pred. a. (With copula) It is (high) time.
2. s. (pl. mithidí). Due, convenient, time."
gleoite	cute, lovely
amaideach	foolish
follasach	obvious
tubaisteach	disastrous
imníoch	anxious
sóisearach	junior
inchurtha	[in-] + [VA-cuir] = comparable
suaimhneach	peaceful
oilte	skilled
amhrasach	suspicious
corrach	unsteady
baolach	dangerous
caighdeánach	standard
Albanach	Scottish
samplach	exemplary
millteach	destructive
